Spotify URI,Voter ID,Created,Points Assigned,Comment,Round ID
spotify:track:7GRv55NwkjxU2ysJLwzC9c,9e8addf0669a4baba36580a51ab3ec3f,2026-01-19T20:33:59Z,-2,,cac0a97113f342e387a36a7edf756fa1
spotify:track:0fJHz1wceiNJFs6jEWIvlJ,37a75c8d587f4075b2d0640f244d891c,2026-01-19T20:45:17Z,-2,I get it… but no ,cac0a97113f342e387a36a7edf756fa1
spotify:track:0mwbc2AqVHIziVGg3syEI9,37a75c8d587f4075b2d0640f244d891c,2026-01-19T20:45:17Z,-2,This song only makes me want to dance… no illegal actions ,cac0a97113f342e387a36a7edf756fa1
spotify:track:10wJ35whDsMVQ04fhkR5QS,37a75c8d587f4075b2d0640f244d891c,2026-01-19T20:45:17Z,2,Love this song & think it fits the theme ,cac0a97113f342e387a36a7edf756fa1
spotify:track:14WaaiKH1dCUkXhwr4l0DG,37a75c8d587f4075b2d0640f244d891c,2026-01-19T20:45:17Z,-1,Like the remix but only makes me want to white girl dance ,cac0a97113f342e387a36a7edf756fa1
spotify:track:1Q9b6CeMcDuO0uq5OJCrqu,37a75c8d587f4075b2d0640f244d891c,2026-01-19T20:45:17Z,3,You about to get ran tf over!!,cac0a97113f342e387a36a7edf756fa1
spotify:track:2dKkVF2m160z0RNDN2dddc,37a75c8d587f4075b2d0640f244d891c,2026-01-19T20:45:17Z,1,Doechii has that affect on me too ,cac0a97113f342e387a36a7edf756fa1
spotify:track:2LHNTC9QZxsL3nWpt8iaSR,37a75c8d587f4075b2d0640f244d891c,2026-01-19T20:45:17Z,-1,Like the song but not feeling it for this round ,cac0a97113f342e387a36a7edf756fa1
spotify:track:3Y1EvIgEVw51XtgNEgpz5c,37a75c8d587f4075b2d0640f244d891c,2026-01-19T20:45:17Z,3,I’m you’re numba 1 ,cac0a97113f342e387a36a7edf756fa1
spotify:track:4gVTozEmzwAUXpwj3jEetX,37a75c8d587f4075b2d0640f244d891c,2026-01-19T20:45:17Z,2,Good throwback song and definitely fits this theme ,cac0a97113f342e387a36a7edf756fa1
spotify:track:4MpketOLD5KhtgWWOBuk9w,37a75c8d587f4075b2d0640f244d891c,2026-01-19T20:45:17Z,3,One of the only songs on this playlist that is new to me & I loved it ,cac0a97113f342e387a36a7edf756fa1
spotify:track:5hyq3LBlCfjRQAFkdQwe8o,37a75c8d587f4075b2d0640f244d891c,2026-01-19T20:45:17Z,2,Let’s ride ,cac0a97113f342e387a36a7edf756fa1
spotify:track:5pWHXtj4OyOLVoQZHpuXBK,37a75c8d587f4075b2d0640f244d891c,2026-01-19T20:45:17Z,2,Serving cunt ,cac0a97113f342e387a36a7edf756fa1
spotify:track:6HZ9VeI5IRFCNQLXhpF4bq,37a75c8d587f4075b2d0640f244d891c,2026-01-19T20:45:17Z,1,If I could drive when this song came out I definitely would have been causing accidents ,cac0a97113f342e387a36a7edf756fa1
spotify:track:6sD2mCUjmi0S3PTKxdW1Lc,37a75c8d587f4075b2d0640f244d891c,2026-01-19T20:45:17Z,2,Love the classic & fits this weeks theme ,cac0a97113f342e387a36a7edf756fa1
spotify:track:6WpZwkzyjINc6wDghg8Gzv,37a75c8d587f4075b2d0640f244d891c,2026-01-19T20:45:17Z,2,"Girls who got so much hair on they ass, it clogs the drain",cac0a97113f342e387a36a7edf756fa1
spotify:track:7GRv55NwkjxU2ysJLwzC9c,37a75c8d587f4075b2d0640f244d891c,2026-01-19T20:45:17Z,2,This song slaps & fits the round perfectly ,cac0a97113f342e387a36a7edf756fa1
spotify:track:0fJHz1wceiNJFs6jEWIvlJ,de798b3b84024cd6bf18356ecbc8d1a5,2026-01-19T21:57:32Z,2,,cac0a97113f342e387a36a7edf756fa1
spotify:track:0mwbc2AqVHIziVGg3syEI9,de798b3b84024cd6bf18356ecbc8d1a5,2026-01-19T21:57:32Z,1,,cac0a97113f342e387a36a7edf756fa1
spotify:track:10wJ35whDsMVQ04fhkR5QS,de798b3b84024cd6bf18356ecbc8d1a5,2026-01-19T21:57:32Z,2,,cac0a97113f342e387a36a7edf756fa1
spotify:track:14WaaiKH1dCUkXhwr4l0DG,de798b3b84024cd6bf18356ecbc8d1a5,2026-01-19T21:57:32Z,-1,,cac0a97113f342e387a36a7edf756fa1
spotify:track:1Q9b6CeMcDuO0uq5OJCrqu,de798b3b84024cd6bf18356ecbc8d1a5,2026-01-19T21:57:32Z,-1,,cac0a97113f342e387a36a7edf756fa1
spotify:track:2dKkVF2m160z0RNDN2dddc,de798b3b84024cd6bf18356ecbc8d1a5,2026-01-19T21:57:32Z,4,,cac0a97113f342e387a36a7edf756fa1
spotify:track:3Y1EvIgEVw51XtgNEgpz5c,de798b3b84024cd6bf18356ecbc8d1a5,2026-01-19T21:57:32Z,5,,cac0a97113f342e387a36a7edf756fa1
spotify:track:4gVTozEmzwAUXpwj3jEetX,de798b3b84024cd6bf18356ecbc8d1a5,2026-01-19T21:57:32Z,-1,,cac0a97113f342e387a36a7edf756fa1
spotify:track:4MpketOLD5KhtgWWOBuk9w,de798b3b84024cd6bf18356ecbc8d1a5,2026-01-19T21:57:32Z,1,,cac0a97113f342e387a36a7edf756fa1
spotify:track:5hyq3LBlCfjRQAFkdQwe8o,de798b3b84024cd6bf18356ecbc8d1a5,2026-01-19T21:57:32Z,4,,cac0a97113f342e387a36a7edf756fa1
spotify:track:5pWHXtj4OyOLVoQZHpuXBK,de798b3b84024cd6bf18356ecbc8d1a5,2026-01-19T21:57:32Z,1,,cac0a97113f342e387a36a7edf756fa1
spotify:track:5tFzUj1jV09bo4wBQWSbDl,de798b3b84024cd6bf18356ecbc8d1a5,2026-01-19T21:57:32Z,-1,,cac0a97113f342e387a36a7edf756fa1
spotify:track:6HZ9VeI5IRFCNQLXhpF4bq,de798b3b84024cd6bf18356ecbc8d1a5,2026-01-19T21:57:32Z,2,,cac0a97113f342e387a36a7edf756fa1
spotify:track:6sD2mCUjmi0S3PTKxdW1Lc,de798b3b84024cd6bf18356ecbc8d1a5,2026-01-19T21:57:32Z,-2,,cac0a97113f342e387a36a7edf756fa1
spotify:track:6WpZwkzyjINc6wDghg8Gzv,de798b3b84024cd6bf18356ecbc8d1a5,2026-01-19T21:57:32Z,1,,cac0a97113f342e387a36a7edf756fa1
spotify:track:7GRv55NwkjxU2ysJLwzC9c,de798b3b84024cd6bf18356ecbc8d1a5,2026-01-19T21:57:32Z,2,,cac0a97113f342e387a36a7edf756fa1
spotify:track:0fJHz1wceiNJFs6jEWIvlJ,4243e6bcc1284644857b5bc9aab57c31,2026-01-20T02:53:08Z,-2,Really bad,cac0a97113f342e387a36a7edf756fa1
spotify:track:0mwbc2AqVHIziVGg3syEI9,4243e6bcc1284644857b5bc9aab57c31,2026-01-20T02:53:08Z,-1,No,cac0a97113f342e387a36a7edf756fa1
spotify:track:10wJ35whDsMVQ04fhkR5QS,4243e6bcc1284644857b5bc9aab57c31,2026-01-20T02:53:08Z,-1,,cac0a97113f342e387a36a7edf756fa1
spotify:track:14WaaiKH1dCUkXhwr4l0DG,4243e6bcc1284644857b5bc9aab57c31,2026-01-20T02:53:08Z,1,,cac0a97113f342e387a36a7edf756fa1
spotify:track:1Q9b6CeMcDuO0uq5OJCrqu,4243e6bcc1284644857b5bc9aab57c31,2026-01-20T02:53:08Z,2,,cac0a97113f342e387a36a7edf756fa1
spotify:track:2dKkVF2m160z0RNDN2dddc,4243e6bcc1284644857b5bc9aab57c31,2026-01-20T02:53:08Z,1,,cac0a97113f342e387a36a7edf756fa1
spotify:track:2LHNTC9QZxsL3nWpt8iaSR,4243e6bcc1284644857b5bc9aab57c31,2026-01-20T02:53:08Z,3,,cac0a97113f342e387a36a7edf756fa1
spotify:track:3Y1EvIgEVw51XtgNEgpz5c,4243e6bcc1284644857b5bc9aab57c31,2026-01-20T02:53:08Z,5,,cac0a97113f342e387a36a7edf756fa1
spotify:track:4MpketOLD5KhtgWWOBuk9w,4243e6bcc1284644857b5bc9aab57c31,2026-01-20T02:53:08Z,-1,,cac0a97113f342e387a36a7edf756fa1
spotify:track:5hyq3LBlCfjRQAFkdQwe8o,4243e6bcc1284644857b5bc9aab57c31,2026-01-20T02:53:08Z,-1,,cac0a97113f342e387a36a7edf756fa1
spotify:track:5pWHXtj4OyOLVoQZHpuXBK,4243e6bcc1284644857b5bc9aab57c31,2026-01-20T02:53:08Z,1,,cac0a97113f342e387a36a7edf756fa1
spotify:track:5tFzUj1jV09bo4wBQWSbDl,4243e6bcc1284644857b5bc9aab57c31,2026-01-20T02:53:08Z,2,,cac0a97113f342e387a36a7edf756fa1
spotify:track:6HZ9VeI5IRFCNQLXhpF4bq,4243e6bcc1284644857b5bc9aab57c31,2026-01-20T02:53:08Z,1,,cac0a97113f342e387a36a7edf756fa1
spotify:track:6sD2mCUjmi0S3PTKxdW1Lc,4243e6bcc1284644857b5bc9aab57c31,2026-01-20T02:53:08Z,5,,cac0a97113f342e387a36a7edf756fa1
spotify:track:6WpZwkzyjINc6wDghg8Gzv,4243e6bcc1284644857b5bc9aab57c31,2026-01-20T02:53:08Z,2,,cac0a97113f342e387a36a7edf756fa1
spotify:track:7GRv55NwkjxU2ysJLwzC9c,4243e6bcc1284644857b5bc9aab57c31,2026-01-20T02:53:08Z,2,,cac0a97113f342e387a36a7edf756fa1
spotify:track:10wJ35whDsMVQ04fhkR5QS,720ac7f06812410abd76e38effc22902,2026-01-20T03:01:15Z,3,,cac0a97113f342e387a36a7edf756fa1
spotify:track:14WaaiKH1dCUkXhwr4l0DG,720ac7f06812410abd76e38effc22902,2026-01-20T03:01:15Z,-1,,cac0a97113f342e387a36a7edf756fa1
spotify:track:1Q9b6CeMcDuO0uq5OJCrqu,720ac7f06812410abd76e38effc22902,2026-01-20T03:01:15Z,3,,cac0a97113f342e387a36a7edf756fa1
spotify:track:2dKkVF2m160z0RNDN2dddc,720ac7f06812410abd76e38effc22902,2026-01-20T03:01:15Z,4,,cac0a97113f342e387a36a7edf756fa1
spotify:track:3Y1EvIgEVw51XtgNEgpz5c,720ac7f06812410abd76e38effc22902,2026-01-20T03:01:15Z,-2,,cac0a97113f342e387a36a7edf756fa1
spotify:track:4MpketOLD5KhtgWWOBuk9w,720ac7f06812410abd76e38effc22902,2026-01-20T03:01:15Z,-2,,cac0a97113f342e387a36a7edf756fa1
spotify:track:5pWHXtj4OyOLVoQZHpuXBK,720ac7f06812410abd76e38effc22902,2026-01-20T03:01:15Z,4,,cac0a97113f342e387a36a7edf756fa1
spotify:track:5tFzUj1jV09bo4wBQWSbDl,720ac7f06812410abd76e38effc22902,2026-01-20T03:01:15Z,4,,cac0a97113f342e387a36a7edf756fa1
spotify:track:6HZ9VeI5IRFCNQLXhpF4bq,720ac7f06812410abd76e38effc22902,2026-01-20T03:01:15Z,2,,cac0a97113f342e387a36a7edf756fa1
spotify:track:6sD2mCUjmi0S3PTKxdW1Lc,720ac7f06812410abd76e38effc22902,2026-01-20T03:01:15Z,-1,,cac0a97113f342e387a36a7edf756fa1
spotify:track:6WpZwkzyjINc6wDghg8Gzv,720ac7f06812410abd76e38effc22902,2026-01-20T03:01:15Z,5,,cac0a97113f342e387a36a7edf756fa1
spotify:track:0mwbc2AqVHIziVGg3syEI9,b467147d8b6345bda21d8919e00746fc,2026-01-20T04:14:52Z,-1,,cac0a97113f342e387a36a7edf756fa1
spotify:track:1Q9b6CeMcDuO0uq5OJCrqu,b467147d8b6345bda21d8919e00746fc,2026-01-20T04:14:52Z,5,,cac0a97113f342e387a36a7edf756fa1
spotify:track:2dKkVF2m160z0RNDN2dddc,b467147d8b6345bda21d8919e00746fc,2026-01-20T04:14:52Z,-1,,cac0a97113f342e387a36a7edf756fa1
spotify:track:2LHNTC9QZxsL3nWpt8iaSR,b467147d8b6345bda21d8919e00746fc,2026-01-20T04:14:52Z,-1,,cac0a97113f342e387a36a7edf756fa1
spotify:track:3Y1EvIgEVw51XtgNEgpz5c,b467147d8b6345bda21d8919e00746fc,2026-01-20T04:14:52Z,5,,cac0a97113f342e387a36a7edf756fa1
spotify:track:4gVTozEmzwAUXpwj3jEetX,b467147d8b6345bda21d8919e00746fc,2026-01-20T04:14:52Z,-1,,cac0a97113f342e387a36a7edf756fa1
spotify:track:5pWHXtj4OyOLVoQZHpuXBK,b467147d8b6345bda21d8919e00746fc,2026-01-20T04:14:52Z,-1,,cac0a97113f342e387a36a7edf756fa1
spotify:track:6HZ9VeI5IRFCNQLXhpF4bq,b467147d8b6345bda21d8919e00746fc,2026-01-20T04:14:52Z,5,,cac0a97113f342e387a36a7edf756fa1
spotify:track:6sD2mCUjmi0S3PTKxdW1Lc,b467147d8b6345bda21d8919e00746fc,2026-01-20T04:14:52Z,-1,,cac0a97113f342e387a36a7edf756fa1
spotify:track:6WpZwkzyjINc6wDghg8Gzv,b467147d8b6345bda21d8919e00746fc,2026-01-20T04:14:52Z,5,,cac0a97113f342e387a36a7edf756fa1
spotify:track:7GRv55NwkjxU2ysJLwzC9c,b467147d8b6345bda21d8919e00746fc,2026-01-20T04:14:52Z,5,,cac0a97113f342e387a36a7edf756fa1
spotify:track:0fJHz1wceiNJFs6jEWIvlJ,01d0fcb93151477b842d0ee8fe6510e3,2026-01-20T04:21:59Z,-2,Martin mentioned on MLK iktr,cac0a97113f342e387a36a7edf756fa1
spotify:track:0mwbc2AqVHIziVGg3syEI9,01d0fcb93151477b842d0ee8fe6510e3,2026-01-20T04:21:59Z,1,HOLY NOSTALGIA. I would prefer shaking ass to this instead of catching felonies to this,cac0a97113f342e387a36a7edf756fa1
spotify:track:10wJ35whDsMVQ04fhkR5QS,01d0fcb93151477b842d0ee8fe6510e3,2026-01-20T04:21:59Z,3,I want to post my mugshot with this song on it,cac0a97113f342e387a36a7edf756fa1
spotify:track:14WaaiKH1dCUkXhwr4l0DG,01d0fcb93151477b842d0ee8fe6510e3,2026-01-20T04:21:59Z,-1,This is not Gaga :(,cac0a97113f342e387a36a7edf756fa1
spotify:track:1Q9b6CeMcDuO0uq5OJCrqu,01d0fcb93151477b842d0ee8fe6510e3,2026-01-20T04:21:59Z,5,"LUDA. I loved this song at the ripe age of 4, yelling this from my car seat. Thank you for submitting this ❤️ ",cac0a97113f342e387a36a7edf756fa1
spotify:track:2dKkVF2m160z0RNDN2dddc,01d0fcb93151477b842d0ee8fe6510e3,2026-01-20T04:21:59Z,4,ALL RISE FOR THE SWAMP PRINCESS,cac0a97113f342e387a36a7edf756fa1
spotify:track:2LHNTC9QZxsL3nWpt8iaSR,01d0fcb93151477b842d0ee8fe6510e3,2026-01-20T04:21:59Z,3,I actually have almost hit a pedestrian while listening to this song 😔,cac0a97113f342e387a36a7edf756fa1
spotify:track:4gVTozEmzwAUXpwj3jEetX,01d0fcb93151477b842d0ee8fe6510e3,2026-01-20T04:21:59Z,1,Hell yea,cac0a97113f342e387a36a7edf756fa1
spotify:track:4MpketOLD5KhtgWWOBuk9w,01d0fcb93151477b842d0ee8fe6510e3,2026-01-20T04:21:59Z,0,This was a whirlwind of emotions,cac0a97113f342e387a36a7edf756fa1
spotify:track:5hyq3LBlCfjRQAFkdQwe8o,01d0fcb93151477b842d0ee8fe6510e3,2026-01-20T04:21:59Z,1,LETS RIDE. Charli crew this week🤭,cac0a97113f342e387a36a7edf756fa1
spotify:track:5pWHXtj4OyOLVoQZHpuXBK,01d0fcb93151477b842d0ee8fe6510e3,2026-01-20T04:21:59Z,1,,cac0a97113f342e387a36a7edf756fa1
spotify:track:5tFzUj1jV09bo4wBQWSbDl,01d0fcb93151477b842d0ee8fe6510e3,2026-01-20T04:21:59Z,3,Miranda?,cac0a97113f342e387a36a7edf756fa1
spotify:track:6HZ9VeI5IRFCNQLXhpF4bq,01d0fcb93151477b842d0ee8fe6510e3,2026-01-20T04:21:59Z,1,I LUV IT,cac0a97113f342e387a36a7edf756fa1
spotify:track:6sD2mCUjmi0S3PTKxdW1Lc,01d0fcb93151477b842d0ee8fe6510e3,2026-01-20T04:21:59Z,-1,,cac0a97113f342e387a36a7edf756fa1
spotify:track:6WpZwkzyjINc6wDghg8Gzv,01d0fcb93151477b842d0ee8fe6510e3,2026-01-20T04:21:59Z,-2,The dare scares me,cac0a97113f342e387a36a7edf756fa1
spotify:track:7GRv55NwkjxU2ysJLwzC9c,01d0fcb93151477b842d0ee8fe6510e3,2026-01-20T04:21:59Z,2,The year of Charli yes,cac0a97113f342e387a36a7edf756fa1
spotify:track:0fJHz1wceiNJFs6jEWIvlJ,4f168741900f4f19979a06dcbd50e408,2026-01-20T04:29:18Z,-3,I think this may be against prompt bc this makes me think abt how I need to calm down and let people be crazy whereas this prompt is road rage music ,cac0a97113f342e387a36a7edf756fa1
spotify:track:0mwbc2AqVHIziVGg3syEI9,4f168741900f4f19979a06dcbd50e408,2026-01-20T04:29:18Z,-2,"Not sure this fits the prompt, not angry enough ",cac0a97113f342e387a36a7edf756fa1
spotify:track:14WaaiKH1dCUkXhwr4l0DG,4f168741900f4f19979a06dcbd50e408,2026-01-20T04:29:18Z,-1,This mix was not it :(,cac0a97113f342e387a36a7edf756fa1
spotify:track:4gVTozEmzwAUXpwj3jEetX,4f168741900f4f19979a06dcbd50e408,2026-01-20T04:29:18Z,5,Agreed let’s knock them out the way ,cac0a97113f342e387a36a7edf756fa1
spotify:track:5hyq3LBlCfjRQAFkdQwe8o,4f168741900f4f19979a06dcbd50e408,2026-01-20T04:29:18Z,5,Unfortunately bc there are multiple Charlis you must be pitted against each other. Fortunately for you this is the clear winner ,cac0a97113f342e387a36a7edf756fa1
spotify:track:5pWHXtj4OyOLVoQZHpuXBK,4f168741900f4f19979a06dcbd50e408,2026-01-20T04:29:18Z,3,Never listened to them and enjoyed this as a general rec and a traffic violation rec ,cac0a97113f342e387a36a7edf756fa1
spotify:track:5tFzUj1jV09bo4wBQWSbDl,4f168741900f4f19979a06dcbd50e408,2026-01-20T04:29:18Z,3,🔫🔫pew pew ,cac0a97113f342e387a36a7edf756fa1
spotify:track:6HZ9VeI5IRFCNQLXhpF4bq,4f168741900f4f19979a06dcbd50e408,2026-01-20T04:29:18Z,3,CRASH MY CAR INTO A BRIDGE IS ICONIC UR RIGHT,cac0a97113f342e387a36a7edf756fa1
spotify:track:6sD2mCUjmi0S3PTKxdW1Lc,4f168741900f4f19979a06dcbd50e408,2026-01-20T04:29:18Z,3,😛🤘,cac0a97113f342e387a36a7edf756fa1
spotify:track:6WpZwkzyjINc6wDghg8Gzv,4f168741900f4f19979a06dcbd50e408,2026-01-20T04:29:18Z,3,OWWWWW!,cac0a97113f342e387a36a7edf756fa1
